Show,Organization,Venue,Start,End,Email,Email Source,Address,City,State,Postal,Country,Website,Phone,Facebook,Instagram,Licensor/Source,Source URL,Date Type,Venue Type,First Seen
Little Shop Of Horrors,Dominican High School,Dominican High School,2026-10-08,2026-10-11,info@dominicanhighschool.com,Production,"120 East Silver Spring Drive, Whitefish Bay, WI 53217",Whitefish Bay,WI,53217,US,http://www.dominicanhighschool.com,(414) 332-1170,https://www.facebook.com/DominicanKnights,https://www.instagram.com/dominicanhighschool/,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-18
Spring Awakening,Elevator Theatre Company,Bus Stop Theatre,2026-10-08,2026-10-25,masuma@busstoptheatre.coop,Production,"2203 Gottingen Street, Halifax, NS B3K 3B5, CA",Halifax,NS,B3K 3B5,CA,http://busstoptheatre.coop,(888) 639-1169,https://www.facebook.com/thebusstoptheatre/,https://www.instagram.com/busstoptheatre,MTI,https://www.mtishows.com/shows,extended run,Non-Professional,2026-08-18
How To Train Your Dragon The Musical Jr.,First Stage Theatre Company,Huntington High School Auditorium,2026-10-08,2026-10-11,firststagewv@gmail.com,Production,"1 Highlander Way, Huntington, WV 25701",Huntington,WV,25701,US,http://www.firststagetheatre.org,(304) 416-5437,https://www.facebook.com/profile.php,https://www.instagram.com/firststage4/,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
Disney's Frozen Kids,Grand Theatre,Grand Theatre,2026-10-08,2026-10-10,info@thegrandtheatre.org,Production,"7 N Wall St, Cartersville, GA 30120-3331",Cartersville,GA,30120-3331,US,http://www.thegrandtheatre.org,(770) 386-7343,https://www.facebook.com/thegrandtheatre,http://www.instagram.com/instagrandtheatre,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
Disney's Alice In Wonderland Jr.,Greenhill School,Marshall Family Performing Arts Cen,2026-10-08,2026-10-08,abbondanziom@greenhill.org,Production,"4141 Spring Valley Road, Addison, TX 75001",Addison,TX,75001,US,http://www.greenhill.org,(972) 628-5400,https://www.facebook.com/GreenhillSchool,https://www.instagram.com/greenhillschool/,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-18
Disney's Frozen Kids,Johnson Ferry Christian Academy,School at Johnson Ferry Christian Academy,2026-10-08,2026-10-10,admissions@jfca.org,Production,"955 Johnson Ferry Rd, Marietta, GA 30068",Marietta,GA,30068,US,http://jfca.org,(678) 784-5231,https://www.facebook.com/johnsonferrychristianacademy/timeline,https://www.instagram.com/johnsonferrychristianacademy,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-18
Clue: The Musical,Little Theatre Of New Smyrna Beach,Little Theatre of New Smyrna Beach,2026-10-08,2026-10-25,info@nsbplayers.org,Production,"726 E. 3rd Ave., New Smyrna Beach, FL",New Smyrna Beach,FL,,US,http://nsbplayers.org,(386) 423-1246,https://www.facebook.com/LittleTheatreNSB/,https://www.instagram.com/littletheatrensb/,CONCORD,https://www.concordtheatricals.com/p/2191/clue-the-musical,extended run,Amateur,2026-08-18
Feeding Beatrice,Natchez Little Theatre,Natchez Little Theatre,2026-10-08,2026-10-11,natchezlittletheatre@gmail.com,Production,"319 Linton Ave, Natchez, MS",Natchez,MS,,US,http://www.thenatchezlittletheatre.com,16014422233,https://www.facebook.com/natchezlittletheatre32,https://instagram.com/natchezlittletheatre32,CONCORD,https://www.concordtheatricals.com/p/93590/feeding-beatrice,performance run,Amateur,2026-08-18
Spider's Web,Old Courthouse Theatre,Old Courthouse Theatre,2026-10-08,2026-10-18,info@octconcord.com,Organizations,"49 Spring Street Nw, Charlotte, NC",Charlotte,NC,,US,,,,,CONCORD,https://www.concordtheatricals.com/p/1028/spider-s-web,performance run,Amateur,2026-08-18
Into The Woods,Parrish Community High School,Parrish Community High School,2026-10-08,2026-10-11,bradshad@manateeschools.net,Production,"7505 Fort Hamer Rd, Parrish, FL 34219-7600",Parrish,FL,34219-7600,US,https://www.manateeschools.net/parrish,(941) 803-9330,https://www.facebook.com/Parrish-Community-High-School-2128345157456507,https://www.instagram.com/pchsbulls,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-18
Disney's Frozen Jr,Prince Avenue Christian School,Pabc Children's Auditorium,2026-10-08,2026-10-09,zrogers@princeave.org,Production,"3691 Monroe Highway, Bogart, GA 30622",Bogart,GA,30622,US,http://pabc.org,(678) 726-2300,https://www.facebook.com/PrinceAvenueChristianSchool,https://www.instagram.com/pacswolverines/,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-18
Puffs (Two Act for Young Wizards),Renaissance Secondary Theatre,Renaissance Secondary Theatre,2026-10-08,2026-10-10,info@rensec.org,Production,"3954 Trail Boss Lane, Castle Rock, CO",Castle Rock,CO,,US,http://rensec.org,(720) 689-6120,https://www.facebook.com/RenaissanceSecondarySchool,https://www.instagram.com/renaissance_secondary/,CONCORD,https://www.concordtheatricals.com/p/65318/puffs-two-act-for-young-wizards,performance run,Amateur,2026-08-18
Disney's The Little Mermaid,Ripon Christian Schools,Ripon Christian School,2026-10-08,2026-10-10,info@rcschools.com,Production,"435 North Maple Ave, Ripon, CA 95366",Ripon,CA,95366,US,http://rcschools.com,(209) 599-2155,https://www.facebook.com/RiponChristianSchools,https://www.instagram.com/explore/locations/686029361/ripon-christian-schools-pk-12,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-18
The Addams Family Musical,Ruston Community Theatre,Ruston Community Theatre,2026-10-08,2026-10-11,rcttheatre@gmail.com,Production,"Ruston, LA",Ruston,LA,,US,http://www.rctruston.org,(318) 595-0872,https://www.facebook.com/RustonCommunityTheatre/,https://www.instagram.com/RCTRuston,TRW,https://www.theatricalrights.com/show/addams-family-musical/,performance run,,2026-08-18
Disney's Alice In Wonderland Jr.,Sellebration Farm Dba Red Barn Productions,Sellebration Farm Dba Red Barn Prod,2026-10-08,2026-10-17,kathisell@redbarnpro.org,Production,"27872 Moose Range Rd, Sycamore, IL 60178-8840",Sycamore,IL,60178-8840,US,http://redbarnpro.org,,,,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
Disney's The Lion King Jr,Sioux City Community Theatre,Sioux City Community Theatre,2026-10-08,2026-10-11,boxoffice@scctheatre.org,Production,"1401 Riverside Boulevard, Sioux City, IA 51109",Sioux City,IA,51109,US,http://www.scctheatre.org,(712) 233-2788,https://www.facebook.com/scctheatre,https://www.instagram.com/scctheatre1401,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
The Hunchback Of Notre Dame,The Academy At Westmoreland Cultural Trust,The Palace Theatre,2026-10-08,2026-10-11,marketing@wc-trust.org,Production,"21 W. Otterman Street, Greensburg, PA 15601",Greensburg,PA,15601,US,https://westmorelandculturaltrust.org/concerts-events-listing/,(724) 836-1123,https://www.facebook.com/WestmorelandCulturalTrust,https://www.instagram.com/westmorelandculturaltrust/,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
The Guys,Town and Gown Theatre,Town and Gown Theatre,2026-10-08,2026-10-11,townandgownstillwater@gmail.com,Production,"3524 South Perkins Road, Stillwater, OK",Stillwater,OK,,US,http://www.townandgown.org,4053729122,www.facebook.com/townandgowntheatre/,https://www.instagram.com/townandgownstillwater,CONCORD,https://www.concordtheatricals.com/p/99710/the-guys,performance run,Amateur,2026-08-27
Shrek The Musical,Verona Area High School,Vahs Pac Verona Schls,2026-10-08,2026-10-10,coxb@verona.k12.wi.us,Production,"234 Wildcat Way, Verona, WI 53593",Verona,WI,53593,US,http://www.verona.k12.wi.us/vahs/,(608) 653-1000,https://www.facebook.com/VeronaAreaHighSchool,,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-18
Berlin To Broadway With Kurt Weill,Virginia Samford Theatre,Virginia Samford Theatre- Studio,2026-10-08,2026-10-18,boxoffice@vstbhm.org,Production,"1116 26th St. South, Birmingham, AL 35205",Birmingham,AL,35205,US,http://www.virginiasamfordtheatre.org,,https://www.facebook.com/VirginiaSamfordTheatre,https://www.instagram.com/thevst,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
Little Shop Of Horrors,Western Canada Theatre Co,Sagebrush Theatre,2026-10-08,2026-10-25,kfox@wctlive.ca,Production,"1300 9th Avenue, Kamloops, BC V2C 3X5, CA",Kamloops,BC,V2C 3X5,CA,http://www.wctlive.ca,(250) 374-5483,https://www.facebook.com/wctlive/,https://www.instagram.com/wctlive/,MTI,https://www.mtishows.com/shows,extended run,Professional,2026-08-18
Into The Woods,Wilmington Drama League,Wilmington Drama League,2026-10-08,2026-10-11,info@wdleague.org,Production,"10 Lea Blvd, Wilmington, DE 19802",Wilmington,DE,19802,US,http://www.wilmingtondramaleague.org,302.764.1172,https://www.facebook.com/WilmingtonDramaLeague,https://www.instagram.com/wilmdramaleague,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
The Addams Family Musical: Young@PartÂ®,Arms Wide Open,Arms Wide Open,2026-10-09,2026-10-18,bill@cygnettheatre.org,Production,"San Diego, CA",San Diego,CA,,US,,(619) 337-1525,https://www.facebook.com/CygnetTheatre,https://www.instagram.com/cygnettheatre/,TRW,https://www.theatricalrights.com/show/addams-family-youngpart/,performance run,,2026-08-18
A Gentleman's Guide To Love And Murder,Aurora Players Inc,Roycroft Pavilion,2026-10-09,2026-10-25,info@auroraplayers.org,Production,"166 South Grove Street, East Aurora, NY 14052",East Aurora,NY,14052,US,http://www.auroraplayers.org,(716) 687-6727,https://www.facebook.com/auroraplayers/,https://www.instagram.com/auroraplayers/,MTI,https://www.mtishows.com/shows,extended run,Non-Professional,2026-08-18
Roald Dahl's Willy Wonka Jr.,Capitol Theatre Of Greeneville,Capitol Theatre Of Greeneville,2026-10-09,2026-10-18,info@capitolgreeneville.org,Production,"104 S Main St, Greeneville, TN 37743",Greeneville,TN,37743,US,http://capitolgreeneville.org,,https://www.facebook.com/CapitolTheatreofGreeneville,https://www.instagram.com/capitoltheatreofgreeneville,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
Disney's Moana Jr.,Central Florida Community Arts,Cfcarts - Trinity Prep School,2026-10-09,2026-10-10,navek@trinityprep.org,Production,"5700 Trinity Prep Lane, Winter Park, FL 32792",Winter Park,FL,32792,US,http://www.trinityprep.org,(321) 282-2577,https://www.facebook.com/TrinityPrepFL,https://instagram.com/trinityprepfl,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
Madagascar-a Musical Adventure Kids,Chaska Middle School East,Chaska High School,2026-10-09,2026-10-11,cmwmainoffice@district112.org,Production,"545 Pioneer Trail, Chaska, MN 55318",Chaska,MN,55318,US,http://chs.district112.org,(952) 556-7100,http://facebook.com,https://www.instagram.com/chaskahawkssoar/,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
Disney's Dare To Dream Jr,Christian School Of Performing Arts,Christian School Of Performing Arts,2026-10-09,2026-10-10,adminteam@cspastaff.com,Production,"25 E Oneida St, Baldwinsville, NY 13027-2405",Baldwinsville,NY,13027-2405,US,http://www.cspacny.org,,https://www.facebook.com/p/CSPA-CNY-Christian-School-of-Performing-Arts-100064419892911/,,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
Dear Edwina Jr,Christian Youth Theatre,Charles Bender Performing Arts Cent,2026-10-09,2026-10-18,christinat@cythouston.org,Production,"611 Higgins St, Humble, TX 77338",Humble,TX,77338,US,http://www.cythouston.org,,https://www.facebook.com/CYTHouston/,https://www.instagram.com/cythoustontx/,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
Young Frankenstein,City Of Havre De Grace,Cultural Center At The Opera House,2026-10-09,2026-10-18,billm@havredegracemd.com,Production,"121 N. Union Ave., Havre De Grace, MD 21078",Havre De Grace,MD,21078,US,http://www.havredegracemd.gov,(410) 939-1800,https://www.facebook.com/havredegracemd,,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
Roald Dahl's Matilda The Musical,Civic Theatre Of Allentown,Civic Theatre Of Allentown,2026-10-09,2026-10-25,boxoffice@civictheatre.com,Production,"527 North 19th Street, Allentown, PA 18104",Allentown,PA,18104,US,http://www.civictheatre.com/,(610) 432-8943,https://www.facebook.com/CivicTheatreofAllentown,http://www.instagram.com/civictheatre,MTI,https://www.mtishows.com/shows,extended run,Non-Professional,2026-08-18
Disney's Aristocats Kids,Civic Theatre Of Greater Lafayette,Civic Theatre Of Greater Lafayette,2026-10-09,2026-10-11,info@lafayettecivic.org,Organizations,"313 N 5th Street, Layfayette, IN",Layfayette,IN,,US,http://www.lafayettecivic.com,,,,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
Come From Away,Commerce Street Theater,Commerce Street Theater,2026-10-09,2026-10-25,commercestreettheater@gmail.com,Production,"1022 Commerce St, Lynchburg, VA 24504-1720",Lynchburg,VA,24504-1720,US,http://commercestreettheater.org,(434) 528-3336,https://www.facebook.com/CSTLynchburg,https://www.instagram.com/commercesttheater/,MTI,https://www.mtishows.com/shows,extended run,Non-Professional,2026-08-18
Ken Ludwig's Baskerville: A Sherlock Holmes Mystery,"Community Players, Inc.","Community Players, Inc.",2026-10-09,2026-10-18,info@beatricecommunityplayers.com,Organizations,"Main Street Theatre, Sulphur Springs, TX",Sulphur Springs,TX,,US,,,,,CONCORD,https://www.concordtheatricals.com/p/57235/ken-ludwig-s-baskerville-a-sherlock-holmes-mystery,performance run,Amateur,2026-08-18
The Hunchback Of Notre Dame,Cowley County Community College,Robert Brown Theatre,2026-10-09,2026-10-11,admissions@cowley.edu,Production,"125 S 2nd St, Arkansas City, KS 67005-2662",Arkansas City,KS,67005-2662,US,http://www.cowley.edu,+1-800-593-2222,https://www.facebook.com/CowleyCollege,https://www.instagram.com/cowleycollege/,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-18
Psycho Beach Party,Cranford Dramatic Club,Cranford Dramatic club,2026-10-09,2026-10-18,info@cdctheatre.org,Production,"78 Winans Ave, Cranford, NJ",Cranford,NJ,,US,http://www.cdctheatre.org/,(908) 276-7611,http://www.facebook.com/cdctheatre,https://www.instagram.com/cranford_dramatic_club,CONCORD,https://www.concordtheatricals.com/p/1640/psycho-beach-party,performance run,Amateur,2026-08-18
Mean Girls,Curtain Call Theatre For Children,Havens Auditorium,2026-10-09,2026-10-10,info@kcctc.org,Production,"2300 S Washington Street, Kokomo, IN 46902",Kokomo,IN,46902,US,http://www.kcctc.org,,https://www.google.com/url,https://www.google.com/url,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
Sweeney Todd,Cypress College,Cypress College -campus Theatre,2026-10-09,2026-10-18,lyoung@cypresscollege.edu,Production,"9200 Valley View St, Cypress, CA 90630",Cypress,CA,90630,US,http://www.cypresscollegetheatre.com,(714) 484-7000,https://www.facebook.com/cypresscollegetheatre,https://www.instagram.com/cypresscollegetheatre,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-19
Disney's Descendants,Duluth Playhouse Inc,Norshor,2026-10-09,2026-10-12,boxoffice@duluthplayhouse.org,Production,"211 E Superior St, Duluth, MN 55802-2117",Duluth,MN,55802-2117,US,http://www.duluthplayhouse.org,(218) 733-7555,https://www.facebook.com/duluthplayhouse/,https://www.instagram.com/duluthplayhouse/,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
Dirty Rotten Scoundrels,Fine Arts Network,Old Town Temecula Community Theater,2026-10-09,2026-10-25,info@n-pac.com,Organizations,"42051 Main St, Temecula, CA 92590",Temecula,CA,92590,US,http://tickets.temeculatheater.org,,,,MTI,https://www.mtishows.com/shows,extended run,Non-Professional,2026-08-18
Young Frankenstein,Footlight Players,Footlight Players,2026-10-09,2026-10-24,sales@footlightplayers.com,Production,"Po Box 3, Coshocton, OH 43812",Coshocton,OH,43812,US,http://www.footlightplayers.com,(740) 622-2959,https://www.facebook.com/footlightplayers,http://instagram.com/wix,MTI,https://www.mtishows.com/shows,extended run,Non-Professional,2026-08-18
Disney's Alice In Wonderland Jr.,Hillsboro Artists Regional Theatre- Hart Theatre,Hillsboro Artists Regional Theatre,2026-10-09,2026-10-25,info@hart-theatre.org,Production,"185 Se Washington St, Hillsboro, OR 97123-4029",Hillsboro,OR,97123-4029,US,http://www.hart-theatre.org,(503) 693-7815,https://www.facebook.com/HARTtheatre/,https://www.instagram.com/hart_theatre/,MTI,https://www.mtishows.com/shows,extended run,Non-Professional,2026-08-18
Bonnie And Clyde,Little Theatre Of Tuscarawas County,Little Theatre Of Tuscarawas County,2026-10-09,2026-10-25,littletheatre@thelittletheatreonline.org,Production,"466 Carrie Avenue Nw, P.o. Box 53, New Philadelphia, OH 44663",New Philadelphia,OH,44663,US,http://www.thelittletheatreonline.org,3303086400,http://www.facebook.com/LittleTheatreTC,http://www.instagram.com/littletheatretc,MTI,https://www.mtishows.com/shows,extended run,Non-Professional,2026-08-18
Beetlejuice Jr.,Magic Curtain Playhouse,Magic Curtain,2026-10-09,2026-10-18,director@magiccurtainproductions.com,Production,"2860 S. Alafaya Tr., Orlando, GA 32828",Orlando,GA,32828,US,http://www.magiccurtainproductions.com,(407) 282-8368,https://www.facebook.com/MCPTheater/,https://www.instagram.com/magiccurtainproductions/,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
